"Model_No","Screen_Tech","Labelled energy consumption (kWh/year)","GrandDate","Star2","Category_Screen_inches"
"KAQL65MQ9TA","LCD (LED)",532,"2013-05-21",4.5,"65"
"KAQL65MQ9TB","LCD (LED)",532,"2013-05-21",4.5,"65"
"KAQL65MQ9TC","LCD (LED)",532,"2013-05-21",4.5,"65"
"KAQL65MQ9TD","LCD (LED)",532,"2013-05-21",4.5,"65"
"KAQL65MQ9TE","LCD (LED)",532,"2013-05-21",4.5,"65"
"KAQL65MQ9T*","LCD (LED)",532,"2013-05-21",4.5,"65"
"LT-32ND35AS","LCD (LED)",145,"2013-05-21",4.5,"32"
"43C350NP","LCD (LED)",242,"2013-05-21",4.5,"43"
"50C350NP","LCD (LED)",254,"2013-05-21",5.5,"50"
"55C350NP","LCD (LED)",269,"2013-05-21",6,"50"
"65C350NP","LCD (LED)",369,"2013-05-21",6,"65"
"75C350NP","LCD (LED)",389,"2013-05-21",7,"70"
"85C350NP","LCD (LED)",599,"2013-05-21",6,"80"
"LED70AUSRC","LCD (LED)",532,"2013-05-21",5,"70"
"KT16A0KOGA","LCD (LED)",58,"2013-05-21",4.5,"22"
"LT-40N5155A","LCD (LED)",198,"2013-05-21",4.5,"43"
"UA43DU7000S","LCD (LED)",251,"2013-05-21",4,"43"
"UA43DU7700S","LCD (LED)",251,"2013-05-21",4,"43"
"UA43DU7700W","LCD (LED)",251,"2013-05-21",4,"43"
"UA43DU7*00*","LCD (LED)",251,"2013-05-21",4,"43"
"QA65QE1DAS","LCD (LED)",379,"2013-05-21",5.5,"65"
"QA65QE1DA*","LCD (LED)",379,"2013-05-21",5.5,"65"
"QA65QE1DAW","LCD (LED)",379,"2013-05-21",5.5,"65"
"JV100A5D","LCD (LED)",1190,"2013-05-21",4.5,"100"
"LT-65N7115A11E","LCD (LED)",415,"2013-05-21",5.5,"65"
"LT065A-04-FXTL","LCD (LED)",240,"2013-05-21",7,"65"
"RT40G3KOFA","LCD",92,"2013-05-21",8,"43"
"U70M9Q","LCD (LED)",481,"2013-05-21",5.5,"70"
"115X955 Max","LCD (LED)",2652,"2013-05-21",2,"110"
"L32G7KPG","LCD (LED)",116,"2013-05-21",5.5,"32"
"K420FAT","LCD",180,"2013-05-21",5.5,"43"
"K420FSG","LCD",180,"2013-05-21",5.5,"43"
"BP750USG9800","LCD (LED)",648,"2013-05-21",4.5,"70"
"AWC240G","LCD (LED)",82,"2013-05-21",5,"22"
"85U7NAU","LCD (LED)",829,"2013-05-21",4.5,"80"
"85U7NNZ","LCD (LED)",829,"2013-05-21",4.5,"80"
"85U7N series","LCD (LED)",829,"2013-05-21",4.5,"80"
"BP650USG9800","LCD (LED)",422,"2013-05-21",5,"65"
"TL24HSWDTA","LCD",107,"2013-05-21",4,"22"
"BP500USG9800","LCD (LED)",370,"2013-05-21",3.5,"50"
"BP650USG9900","LCD (LED)",483,"2013-05-21",4.5,"65"
"ATV32HDW-0424","LCD (LED)",101,"2013-05-21",6,"32"
"ATV32HDW-****","LCD (LED)",101,"2013-05-21",6,"32"
"ATV32HDW-0624","LCD (LED)",101,"2013-05-21",6,"32"
"AWS500W","LCD (LED)",211,"2013-05-21",6,"50"
"BP430FSG9800","LCD (LED)",208,"2013-05-21",5,"43"
"BP400FSG9800","LCD (LED)",173,"2013-05-21",5,"43"
"TL320GQ","LCD (LED)",131,"2013-05-21",5,"32"
"KAQL75MQ9TA","LCD (LED)",609,"2013-05-21",5,"70"
"KAQL75MQ9TB","LCD (LED)",609,"2013-05-21",5,"70"
"KAQL75MQ9TC","LCD (LED)",609,"2013-05-21",5,"70"
"KAQL75MQ9TD","LCD (LED)",609,"2013-05-21",5,"70"
"KAQL75MQ9TE","LCD (LED)",609,"2013-05-21",5,"70"
"KAQL75MQ9T*","LCD (LED)",609,"2013-05-21",5,"70"
"BP32WOSDVD","LCD (LED)",125,"2013-05-21",5,"32"
"TV-42Z85AGZ","OLED",271,"2013-05-21",3.5,"43"
"TV-48Z85AGZ","OLED",311,"2013-05-21",4,"50"
"TV-55Z85AGZ","OLED",380,"2013-05-21",4.5,"50"
"TV-65Z85AGZ","OLED",515,"2013-05-21",4.5,"65"
"TV-55Z95AGZ","OLED",450,"2013-05-21",3.5,"50"
"TV-65Z95AGZ","OLED",538,"2013-05-21",4,"65"
"TV-77Z93AGZ","OLED",625,"2013-05-21",5,"80"
"32LN660HBSD","LCD (LED)",90,"2013-05-21",6,"32"
"TL55QGG","LCD (LED)",379,"2013-05-21",4.5,"50"
"KAOD48X98JSTA","OLED",331,"2013-05-21",4,"50"
"KAOD48X98JSTB","OLED",331,"2013-05-21",4,"50"
"KAOD48X98JSTC","OLED",331,"2013-05-21",4,"50"
"KAOD48X98JSTD","OLED",331,"2013-05-21",4,"50"
"KAOD48X98JSTE","OLED",331,"2013-05-21",4,"50"
"KAOD48X98JST*","OLED",331,"2013-05-21",4,"50"
"BP100WOSQ","LCD (LED)",1284,"2013-05-21",4,"100"
"55U6NAU","LCD (LED)",339,"2013-05-21",5,"50"
"55U6NNZ","LCD (LED)",339,"2013-05-21",5,"50"
"65U6NAU","LCD (LED)",416,"2013-05-21",5.5,"65"
"65U6NNZ","LCD (LED)",416,"2013-05-21",5.5,"65"
"75U6NAU","LCD (LED)",547,"2013-05-21",5.5,"70"
"75U6NNZ","LCD (LED)",547,"2013-05-21",5.5,"70"
"85U6NAU","LCD (LED)",780,"2013-05-21",5,"80"
"85U6NNZ","LCD (LED)",780,"2013-05-21",5,"80"
"55U6N series","LCD (LED)",339,"2013-05-21",5,"50"
"65U6N series","LCD (LED)",416,"2013-05-21",5.5,"65"
"75U6N series","LCD (LED)",547,"2013-05-21",5.5,"70"
"85U6N series","LCD (LED)",780,"2013-05-21",5,"80"
"43Q6NAU","LCD (LED)",229,"2013-05-21",4.5,"43"
"43Q6NNZ","LCD (LED)",229,"2013-05-21",4.5,"43"
"50Q6NAU","LCD (LED)",227,"2013-05-21",6,"50"
"50Q6NNZ","LCD (LED)",227,"2013-05-21",6,"50"
"55Q6NAU","LCD (LED)",239,"2013-05-21",6,"50"
"55Q6NNZ","LCD (LED)",239,"2013-05-21",6,"50"
"65Q6NAU","LCD (LED)",369,"2013-05-21",6,"65"
"65Q6NNZ","LCD (LED)",369,"2013-05-21",6,"65"
"75Q6NAU","LCD (LED)",489,"2013-05-21",6,"70"
"75Q6NNZ","LCD (LED)",489,"2013-05-21",6,"70"
"85Q6NAU","LCD (LED)",696,"2013-05-21",5.5,"80"
"85Q6NNZ","LCD (LED)",696,"2013-05-21",5.5,"80"
"QA75LST7DAW","LCD (LED)",1178,"2013-05-21",2,"70"
"QA75LST7DAS","LCD (LED)",1178,"2013-05-21",2,"70"
"QA75LST7DA*","LCD (LED)",1178,"2013-05-21",2,"70"
"19LED19HD","LCD (LED)",72,"2013-05-21",4,"22"
"AWC320G","LCD (LED)",116,"2013-05-21",5.5,"32"
"KAOD55X98JSTA","OLED",378,"2013-05-21",4.5,"50"
"KAOD55X98JSTB","OLED",378,"2013-05-21",4.5,"50"
"KAOD55X98JSTC","OLED",378,"2013-05-21",4.5,"50"
"KAOD55X98JSTD","OLED",378,"2013-05-21",4.5,"50"
"KAOD55X98JSTE","OLED",378,"2013-05-21",4.5,"50"
"KAOD55X98JST*","OLED",378,"2013-05-21",4.5,"50"
"KT16K0KOGA","LCD (LED)",56,"2013-05-21",4.5,"22"
"85C745 Pro","LCD (LED)",750,"2013-05-21",5,"80"
"KALED19PRIZE","LCD",62,"2013-05-21",5,"22"
"43Q6N series","LCD (LED)",229,"2013-05-21",4.5,"43"
"50Q6N series","LCD (LED)",227,"2013-05-21",6,"50"
"65Q6N series","LCD (LED)",369,"2013-05-21",6,"65"
"85Q6N series","LCD (LED)",696,"2013-05-21",5.5,"80"
"55Z870NP","LCD (LED)",426,"2013-05-21",4,"50"
"65Z870NP","LCD (LED)",639,"2013-05-21",3.5,"65"
"75Z870NP","LCD (LED)",683,"2013-05-21",4.5,"70"
"85Z870NP","LCD (LED)",969,"2013-05-21",4,"80"
"100Z670NP","LCD (LED)",1070,"2013-05-21",5,"100"
"ATV70UHDW-0624","LCD (LED)",400,"2013-05-21",6,"70"
"55Q6N series","LCD (LED)",239,"2013-05-21",6,"50"
"BP850WOSQ","LCD",980,"2013-05-21",3.5,"80"
"KALED55U94VA","LCD (LED)",375,"2013-05-21",4.5,"50"
"KALED55U94VB","LCD (LED)",375,"2013-05-21",4.5,"50"
"KALED55U94VC","LCD (LED)",375,"2013-05-21",4.5,"50"
"KALED55U94V Series","LCD (LED)",375,"2013-05-21",4.5,"50"
"SVU50WOS","LCD",315,"2013-05-21",4.5,"50"
"BP85WOS2","LCD (LED)",722,"2013-05-21",5,"80"
"KALED55T96QA","LCD (LED)",425,"2013-05-21",4,"50"
"KALED55T96QB","LCD (LED)",425,"2013-05-21",4,"50"
"KALED55T96QC","LCD (LED)",425,"2013-05-21",4,"50"
"KAQL55T96QA","LCD (LED)",425,"2013-05-21",4,"50"
"KAQL55T96QB","LCD (LED)",425,"2013-05-21",4,"50"
"KAQL55T96QC","LCD (LED)",425,"2013-05-21",4,"50"
"KALED32T96QA","LCD (LED)",145,"2013-05-21",4.5,"32"
"KALED32T96QB","LCD (LED)",145,"2013-05-21",4.5,"32"
"KALED32T96QC","LCD (LED)",145,"2013-05-21",4.5,"32"
"KALED32T96QD","LCD (LED)",145,"2013-05-21",4.5,"32"
"KALED50T96QA","LCD (LED)",395,"2013-05-21",3.5,"50"
"KALED50T96QB","LCD (LED)",395,"2013-05-21",3.5,"50"
"KALED50T96QC","LCD (LED)",395,"2013-05-21",3.5,"50"
"KAQL50T96QA","LCD (LED)",395,"2013-05-21",3.5,"50"
"KAQL50T96QB","LCD (LED)",395,"2013-05-21",3.5,"50"
"KAQL50T96QC","LCD (LED)",395,"2013-05-21",3.5,"50"
"KALED65T96QA","LCD (LED)",580,"2013-05-21",4,"65"
"KALED65T96QB","LCD (LED)",580,"2013-05-21",4,"65"
"KALED65T96QC","LCD (LED)",580,"2013-05-21",4,"65"
"KAQL65T96QA","LCD (LED)",580,"2013-05-21",4,"65"
"KAQL65T96QB","LCD (LED)",580,"2013-05-21",4,"65"
"KAQL65T96QC","LCD (LED)",580,"2013-05-21",4,"65"
"KALED75T96QA","LCD (LED)",680,"2013-05-21",4.5,"70"
"KALED75T96QB","LCD (LED)",680,"2013-05-21",4.5,"70"
"KALED75T96QC","LCD (LED)",680,"2013-05-21",4.5,"70"
"KAQL75T96QA","LCD (LED)",680,"2013-05-21",4.5,"70"
"KAQL75T96QB","LCD (LED)",680,"2013-05-21",4.5,"70"
"KAQL75T96QC","LCD (LED)",680,"2013-05-21",4.5,"70"
"KALED42T96QA","LCD (LED)",205,"2013-05-21",5,"43"
"KALED42T96QB","LCD (LED)",205,"2013-05-21",5,"43"
"KALED42T96QC","LCD (LED)",205,"2013-05-21",5,"43"
"KALED42T96QD","LCD (LED)",205,"2013-05-21",5,"43"
"KAOD65X98JSTA","OLED",459,"2013-05-21",5,"65"
"KAOD65X98JSTB","OLED",459,"2013-05-21",5,"65"
"KAOD65X98JSTC","OLED",459,"2013-05-21",5,"65"
"KAOD65X98JSTD","OLED",459,"2013-05-21",5,"65"
"KAOD65X98JSTE","OLED",459,"2013-05-21",5,"65"
"KAOD65X98JST*","OLED",459,"2013-05-21",5,"65"
"KALED32T96Q*","LCD (LED)",145,"2013-05-21",4.5,"32"
"KALED42T96Q*","LCD (LED)",205,"2013-05-21",5,"43"
"LT-55N7115A11E","LCD (LED)",247,"2013-05-21",6,"50"
"U98F8TG PRO","LCD (LED)",1233,"2013-05-21",4,"100"
"BILD S.77","OLED",833,"2013-05-21",3.5,"80"
"75UT80506LA","LCD (LED)",605,"2013-05-21",5,"70"
"ATV75UHDW-0924","LCD",490,"2013-05-21",6,"70"
"KUD65XG684AN","LCD (LED)",442,"2013-05-21",5,"65"
"KUD55XG684AN","LCD (LED)",319,"2013-05-21",5,"50"
"KUD50XG684AN","LCD (LED)",236,"2013-05-21",5.5,"50"
"KDL40GA683AN","LCD (LED)",151,"2013-05-21",6,"43"
"KDL32GA683AN","LCD (LED)",125,"2013-05-21",5,"32"
"KAQL55XQ98GSTA","LCD (LED)",378,"2013-05-21",4.5,"50"
"KAQL55XQ98GSTB","LCD (LED)",378,"2013-05-21",4.5,"50"
"KAQL55XQ98GSTC","LCD (LED)",378,"2013-05-21",4.5,"50"
"KAQL55XQ98GSTD","LCD (LED)",378,"2013-05-21",4.5,"50"
"KAQL55XQ98GSTE","LCD (LED)",378,"2013-05-21",4.5,"50"
"KAQL55XQ98GST*","LCD (LED)",378,"2013-05-21",4.5,"50"
"75T96 series","LCD (LED)",680,"2013-05-21",4.5,"70"
"AWS400W","LCD (LED)",198,"2013-05-21",4.5,"43"
"32A4NAU","LCD (LED)",93,"2013-05-21",6,"32"
"40A4NAU","LCD (LED)",121,"2013-05-21",7,"43"
"32A4NNZ","LCD (LED)",93,"2013-05-21",6,"32"
"40A4NNZ","LCD (LED)",121,"2013-05-21",7,"43"
"40A4N","LCD (LED)",121,"2013-05-21",7,"43"
"100Q7NAU","LCD (LED)",999,"2013-05-21",5,"100"
"75U8NAU","LCD (LED)",720,"2013-05-21",4,"70"
"85U8NAU","LCD (LED)",1079,"2013-05-21",3.5,"80"
"65UXAU","LCD (LED)",569,"2013-05-21",4,"65"
"BM32WOSDVD","LCD (LED)",125,"2013-05-21",5,"32"
"LS60UHDNF23","LCD",299,"2013-05-21",6,"65"
"BP320HSG9700","LCD (LED)",130,"2013-05-21",5,"32"
"TV-55W95AGZ","LCD (LED)",296,"2013-05-21",5.5,"50"
"TV-65W95AGZ","LCD (LED)",380,"2013-05-21",5.5,"65"
"UA43DUE800W","LCD (LED)",262,"2013-05-21",4,"43"
"UA43DUE800S","LCD (LED)",262,"2013-05-21",4,"43"
"UA43DUE800*","LCD (LED)",262,"2013-05-21",4,"43"
"UA50DUE800W","LCD (LED)",306,"2013-05-21",4.5,"50"
"UA50DUE800S","LCD (LED)",306,"2013-05-21",4.5,"50"
"UA50DUE800*","LCD (LED)",306,"2013-05-21",4.5,"50"
"TV-75W95AGZ","LCD (LED)",446,"2013-05-21",6,"70"
"UA55DUE800W","LCD (LED)",357,"2013-05-21",4.5,"50"
"UA55DUE800S","LCD (LED)",357,"2013-05-21",4.5,"50"
"UA55DUE800*","LCD (LED)",357,"2013-05-21",4.5,"50"
"UA65DUE800W","LCD (LED)",448,"2013-05-21",5,"65"
"UA65DUE800S","LCD (LED)",448,"2013-05-21",5,"65"
"UA65DUE800*","LCD (LED)",448,"2013-05-21",5,"65"
"UA75DUE800W","LCD (LED)",598,"2013-05-21",5,"70"
"UA85DUE800W","LCD (LED)",715,"2013-05-21",5,"80"
"AWS700W","LCD (LED)",576,"2013-05-21",4.5,"70"
"KAQL85T96QA","LCD (LED)",1090,"2013-05-21",3.5,"80"
"KAQL85T96QB","LCD (LED)",1090,"2013-05-21",3.5,"80"
"KAQL85T96QC","LCD (LED)",1090,"2013-05-21",3.5,"80"
"KAQL85T96QD","LCD (LED)",1090,"2013-05-21",3.5,"80"
"**********85**********","LCD (LED)",1090,"2013-05-21",3.5,"80"
"43UT801C0LA","LCD (LED)",269,"2013-05-21",4,"43"
"43UT801C0SB","LCD (LED)",258,"2013-05-21",4,"43"
"50UT801C0LA","LCD (LED)",305,"2013-05-21",4.5,"50"
"50UT801C0SB","LCD (LED)",305,"2013-05-21",4.5,"50"
"55UT801C0LA","LCD (LED)",357,"2013-05-21",4.5,"50"
"55UT801C0SB","LCD (LED)",357,"2013-05-21",4.5,"50"
"65UT801C0LA","LCD (LED)",441,"2013-05-21",5,"65"
"65UT801C0SB","LCD (LED)",441,"2013-05-21",5,"65"
"75UT801C0SB","LCD (LED)",605,"2013-05-21",5,"70"
"75UT811C0LA","LCD (LED)",605,"2013-05-21",5,"70"
"86UT801C0SB","LCD (LED)",776,"2013-05-21",5,"80"
"86UT811C0LA","LCD (LED)",776,"2013-05-21",5,"80"
"K750UGT2","LCD",610,"2013-05-21",5,"70"
"K75USWW","LCD",600,"2013-05-21",5,"70"
"K700UGT2","LCD",530,"2013-05-21",5,"70"
"LTW40FHD","LCD",176,"2013-05-21",5,"43"
"LTW32HD","LCD",119,"2013-05-21",5,"32"
"AWS500G","OLED",276,"2013-05-21",5,"50"
"K550UAT","LCD",404,"2013-05-21",4,"50"
"K550UATW","LCD",404,"2013-05-21",4,"50"
"KALED100T96QA","LCD (LED)",1497,"2013-05-21",3.5,"100"
"KALED100T96QB","LCD (LED)",1497,"2013-05-21",3.5,"100"
"KALED100T96QC","LCD (LED)",1497,"2013-05-21",3.5,"100"
"KAQL100T96QA","LCD (LED)",1497,"2013-05-21",3.5,"100"
"KAQL100T96QB","LCD (LED)",1497,"2013-05-21",3.5,"100"
"KAQL100T96QC","LCD (LED)",1497,"2013-05-21",3.5,"100"
"**********100**********","LCD (LED)",1497,"2013-05-21",3.5,"100"
"KAQL65XQ98GSTB","LCD (LED)",579,"2013-05-21",4,"65"
"KAQL65XQ98GSTC","LCD (LED)",579,"2013-05-21",4,"65"
"KAQL65XQ98GSTD","LCD (LED)",579,"2013-05-21",4,"65"
"KAQL65XQ98GSTE","LCD (LED)",579,"2013-05-21",4,"65"
"KAQL65XQ98GST*","LCD (LED)",579,"2013-05-21",4,"65"
"KAQL70T96QA","LCD (LED)",538,"2013-05-21",5,"70"
"KAQL70T96QB","LCD (LED)",538,"2013-05-21",5,"70"
"KAQL70T96QC","LCD (LED)",538,"2013-05-21",5,"70"
"KAQL70T96QD","LCD (LED)",538,"2013-05-21",5,"70"
"**********70**********","LCD (LED)",538,"2013-05-21",5,"70"
"K550UGT2","LCD",340,"2013-05-21",5,"50"
"BP550USG9800","LCD",340,"2013-05-21",5,"50"
"K65USW3","LCD",465,"2013-05-21",5,"65"
"85C655","LCD (LED)",840,"2013-05-21",4.5,"80"
"70A6NNZ","LCD (LED)",430,"2013-05-21",6,"70"
"70A6NAU","LCD (LED)",430,"2013-05-21",6,"70"
"70A6N Series","LCD (LED)",430,"2013-05-21",6,"70"
"32V35NP","LCD (LED)",97,"2013-05-21",6,"32"
"43V35NP","LCD (LED)",137,"2013-05-21",7,"43"
"65U8NAU","LCD (LED)",639,"2013-05-21",3.5,"65"
"65U8NNZ","LCD (LED)",639,"2013-05-21",3.5,"65"
"65U8N Series","LCD (LED)",639,"2013-05-21",3.5,"65"
"AV-J193152A","LCD",73,"2013-05-21",4,"22"
"AV-J193155A","LCD",73,"2013-05-21",4,"22"
"19"" smart","LCD",73,"2013-05-21",4,"22"
"43UM662H4LC","LCD (LED)",134,"2013-05-21",7,"43"
"50UM662H4LC","LCD (LED)",149,"2013-05-21",7,"50"
"55UM662H4LC","LCD (LED)",181,"2013-05-21",7,"50"
"65UM662H4LC","LCD (LED)",207,"2013-05-21",8,"65"
"85A300W","LCD (LED)",600,"2013-05-21",6,"80"
"75A300W","LCD (LED)",500,"2013-05-21",5.5,"70"
"65A300W","LCD (LED)",425,"2013-05-21",5,"65"
"55A300W","LCD (LED)",372,"2013-05-21",4.5,"50"
"K400FAT","LCD (LED)",166,"2013-05-21",5.5,"43"
"98UT9050PSA","LCD (LED)",1434,"2013-05-21",3.5,"100"
"98UT91006LA","LCD (LED)",1434,"2013-05-21",3.5,"100"
"98UT90006LA","LCD (LED)",1434,"2013-05-21",3.5,"100"
"98UT9000PUA","LCD (LED)",1434,"2013-05-21",3.5,"100"
"98UT9300KNA","LCD (LED)",1434,"2013-05-21",3.5,"100"
"98UT9######","LCD (LED)",1434,"2013-05-21",3.5,"100"
"JVG3B5523Q","LCD (LED)",304,"2013-05-21",5.5,"50"
"AWC320WZ","LCD (LED)",145,"2013-05-21",4.5,"32"
"KAQL75XQ98GSVA","LCD (LED)",643,"2013-05-21",4.5,"70"
"KAQL75XQ98GSVB","LCD (LED)",643,"2013-05-21",4.5,"70"
"KAQL75XQ98GSVC","LCD (LED)",643,"2013-05-21",4.5,"70"
"QT50WX8A","LCD (LED)",400,"2013-05-21",3,"50"
"QT70WX8A","LCD (LED)",550,"2013-05-21",4.5,"70"
"S924TVSB","LCD (LED)",74,"2013-05-21",5.5,"22"
"S924TVDVDSB","LCD (LED)",74,"2013-05-21",5.5,"22"
"S927TVSB","LCD (LED)",92,"2013-05-21",5.5,"32"
"S927TVDVDSB","LCD (LED)",92,"2013-05-21",5.5,"32"
"S924","LCD (LED)",74,"2013-05-21",5.5,"22"
"S927","LCD (LED)",92,"2013-05-21",5.5,"32"
"ATV32HDW-0824","LCD (LED)",101,"2013-05-21",6,"32"
"KAQL75XQ98GSVA series","LCD (LED)",643,"2013-05-21",4.5,"70"
"KAQL85XQ98GSVA","LCD (LED)",868,"2013-05-21",4.5,"80"
"KAQL85XQ98GSVB","LCD (LED)",868,"2013-05-21",4.5,"80"
"KAQL85XQ98GSVC","LCD (LED)",868,"2013-05-21",4.5,"80"
"KAQL85XQ98GS series","LCD (LED)",868,"2013-05-21",4.5,"80"
"KALED32F98VA","LCD (LED)",152,"2013-05-21",4,"32"
"KALED32F98VB","LCD (LED)",152,"2013-05-21",4,"32"
"KALED32F98VC","LCD (LED)",152,"2013-05-21",4,"32"
"KALED32F98 series","LCD (LED)",152,"2013-05-21",4,"32"
"LED32IHRK","LCD (LED)",140,"2013-05-21",4.5,"32"
"AT32HDW2-BCF","LCD (LED)",102,"2013-05-21",6,"32"
"AWS420W","LCD (LED)",210,"2013-05-21",4.5,"43"
"KAQL86T96QA","LCD (LED)",1117,"2013-05-21",3.5,"80"
"KAQL86T96QB","LCD (LED)",1117,"2013-05-21",3.5,"80"
"KAQL86T96QC","LCD (LED)",1117,"2013-05-21",3.5,"80"
"KAQL86T96QD","LCD (LED)",1117,"2013-05-21",3.5,"80"
"**********86**********","LCD (LED)",1117,"2013-05-21",3.5,"80"
"ATV43FHDW-1124","LCD",172,"2013-05-21",6,"43"
"K55USW3","LCD (LED)",379,"2013-05-21",4.5,"50"
"K650UAT","LCD",540,"2013-05-21",4,"65"
"K650UATW","LCD",540,"2013-05-21",4,"65"
"ATV43FHDW-0125","LCD",172,"2013-05-21",6,"43"
"ATV43FHDW-****","LCD",172,"2013-05-21",6,"43"
"ATV55UHDW-1024","LCD (LED)",256,"2013-05-21",6,"50"
"ATV55UHDW-0125","LCD (LED)",256,"2013-05-21",6,"50"
"ATV55UHDW-****","LCD (LED)",256,"2013-05-21",6,"50"
"LED24X90","LCD (LED)",106,"2013-05-21",4,"22"
"LED32X90","LCD (LED)",145,"2013-05-21",4.5,"32"
"LED40X90","LCD (LED)",152,"2013-05-21",5.5,"43"
"K70USW3","LCD (LED)",850,"2013-05-21",2.5,"70"
"H55UHDMLDGTV","LCD (LED)",379,"2013-05-21",4.5,"50"
"KALED24D96SQA","LCD (LED)",95,"2013-05-21",4.5,"22"
"KALED24D96SQB","LCD (LED)",95,"2013-05-21",4.5,"22"
"KALED24D96SQC","LCD (LED)",95,"2013-05-21",4.5,"22"
"KALED24D96SQD","LCD (LED)",95,"2013-05-21",4.5,"22"
"**********24**********","LCD (LED)",95,"2013-05-21",4.5,"22"
"KALED32D96SQA","LCD (LED)",131,"2013-05-21",5,"32"
"KALED32D96SQB","LCD (LED)",131,"2013-05-21",5,"32"
"KALED32D96SQC","LCD (LED)",131,"2013-05-21",5,"32"
"KALED32D96SQD","LCD (LED)",131,"2013-05-21",5,"32"
"**********32**********","LCD (LED)",131,"2013-05-21",5,"32"
"KUD55GS677AM","LCD (LED)",342,"2013-05-21",4.5,"50"
"BP58WOS","LCD",433,"2013-05-21",4,"65"
"LT-42NQ5155A","LCD",150,"2013-05-21",6,"43"
"85BFL2214/97","LCD (LED)",463,"2013-05-21",7,"80"
"32HFL4518/97","LCD (LED)",106,"2013-05-21",5.5,"32"
"65PUT7129/98","LCD (LED)",488,"2013-05-21",4.5,"65"
"24HFL4518/97","LCD (LED)",69,"2013-05-21",5.5,"22"
"55PUT7129/98","LCD (LED)",411,"2013-05-21",4,"50"
"KALED65U95TA","LCD (LED)",371,"2013-05-21",6,"65"
"KALED65U95TB","LCD (LED)",371,"2013-05-21",6,"65"
"KALED65U95TC","LCD (LED)",371,"2013-05-21",6,"65"
"KALED65U95TD","LCD (LED)",371,"2013-05-21",6,"65"
"KALED65U95TE","LCD (LED)",371,"2013-05-21",6,"65"
"KALED65U95T*","LCD (LED)",371,"2013-05-21",6,"65"
"50PUT7129/98","LCD (LED)",386,"2013-05-21",3.5,"50"
"KALED75U95TA","LCD (LED)",608,"2013-05-21",5,"70"
"KALED75U95TG","LCD (LED)",608,"2013-05-21",5,"70"
"55PML8969/98","LCD (LED)",470,"2013-05-21",3.5,"50"
"KUD50GS677AM","LCD (LED)",327,"2013-05-21",4,"50"
"KUD65GS677AM","LCD (LED)",431,"2013-05-21",5,"65"
"65PML8969/98","LCD (LED)",645,"2013-05-21",3.5,"65"
"BE98D-H","LCD (LED)",1215,"2013-05-21",4,"100"
"ATV70UHDW-1124","LCD",397,"2013-05-21",6,"70"
"PT6515SU","LCD (LED)",439,"2013-05-21",5,"65"
"H65UHDMLDGTV","LCD (LED)",576,"2013-05-21",4,"65"
"LTD19FT","LCD (LED)",58,"2013-05-21",5,"22"
"BP24PTVW","LCD (LED)",76,"2013-05-21",5.5,"22"
"BP24PTVP","LCD (LED)",76,"2013-05-21",5.5,"22"
"BP24PTVBL","LCD (LED)",76,"2013-05-21",5.5,"22"
"BP24PTVG","LCD (LED)",76,"2013-05-21",5.5,"22"
"BP24****（*=Blank, 0-9,A-Z,a-z for marketing purpose, no technical difference)","LCD (LED)",76,"2013-05-21",5.5,"22"
"K700UATW","LCD",561,"2013-05-21",4.5,"70"
"LS32HDNF-12V","LCD (LED)",102,"2013-05-21",6,"32"
"AK3223S7WOS","LCD (LED)",101,"2013-05-21",6,"32"
"AK4324S7WOS","LCD",172,"2013-05-21",6,"43"
"AK55324S7WOS","LCD (LED)",256,"2013-05-21",6,"50"
"G65UV50A","LCD",340,"2013-05-21",6,"65"
"PL7024WOS","LCD",397,"2013-05-21",6,"70"
"K32HST","LCD (LED)",131,"2013-05-21",5,"32"
"AWS320DVD","LCD (LED)",125,"2013-05-21",5,"32"
"QTH32T","LCD (LED)",131,"2013-05-21",5,"32"
"SV43FWOS","LCD (LED)",159,"2013-05-21",6,"43"
"UA50TU8000","LCD (LED)",335,"2013-05-21",4,"50"
"UA50TU8000S","LCD (LED)",335,"2013-05-21",4,"50"
"UA50TU8000W","LCD (LED)",335,"2013-05-21",4,"50"
"UA65TU8000","LCD (LED)",426,"2013-05-21",5,"65"
"UA65TU8000S","LCD (LED)",426,"2013-05-21",5,"65"
"UA65TU8000W","LCD (LED)",426,"2013-05-21",5,"65"
"UA55TU8000W","LCD (LED)",375,"2013-05-21",4.5,"50"
"UA55TU8000S","LCD (LED)",375,"2013-05-21",4.5,"50"
"UA55TU8000","LCD (LED)",375,"2013-05-21",4.5,"50"
"KAQL50R96KA","LCD (LED)",250,"2013-05-21",5.5,"50"
"KAOD77X98JSVA","OLED",540,"2013-05-21",5.5,"80"
"KAOD77X98JSVB","OLED",540,"2013-05-21",5.5,"80"
"KAOD77X98JSVC","OLED",540,"2013-05-21",5.5,"80"
"KAOD77X98JSV series","OLED",540,"2013-05-21",5.5,"80"
"KAQL100XQ98GSVA","OLED",1670,"2013-05-21",3,"100"
"KAQL100XQ98GSVB","OLED",1670,"2013-05-21",3,"100"
"KAQL100XQ98GSVC","OLED",1670,"2013-05-21",3,"100"
"KAQL100XQ98GSV series","OLED",1670,"2013-05-21",3,"100"
"KAQL55R96KA","LCD (LED)",280,"2013-05-21",5.5,"50"
"KAQL65R96KA","LCD (LED)",400,"2013-05-21",5.5,"65"
